Estación: ,C19051,POTRERO REDONDO.SANTIAGO
Variable: ,Precipitación (mm)
Longitud: ,100° 10' 00'',Latitud:,25° 20' 00

Fecha,Valor,NúmDatos
1972-11-14,0,CLIC
1972-11-15,0,CLIC
1972-11-16,0,CLIC
1972-11-17,0,CLIC
1972-11-18,0,CLIC
1972-11-19,0,CLIC
1972-11-20,0,CLIC
1972-11-21,0,CLIC
1972-11-22,0,CLIC
1972-11-23,0,CLIC
1972-11-24,0,CLIC
1972-11-25,26,CLIC
1972-11-26,0,CLIC
1972-11-27,0,CLIC
1972-11-28,0,CLIC
1972-11-29,0,CLIC
1972-11-30,0,CLIC
1972-12-01,0,CLIC
1972-12-02,0,CLIC
1972-12-03,0,CLIC
1972-12-04,0,CLIC
1972-12-05,0,CLIC
1972-12-06,0,CLIC
1972-12-07,0,CLIC
1972-12-08,0,CLIC
1972-12-09,0,CLIC
1972-12-10,0,CLIC
1972-12-11,0,CLIC
1972-12-12,0,CLIC
1972-12-13,0,CLIC
1972-12-14,0,CLIC
1972-12-15,0,CLIC
1972-12-16,0,CLIC
1972-12-17,0,CLIC
1972-12-18,0,CLIC
1972-12-19,0,CLIC
1972-12-20,0,CLIC
1972-12-21,0,CLIC
1972-12-22,0,CLIC
1972-12-23,0,CLIC
1972-12-24,0,CLIC
1972-12-25,0,CLIC
1972-12-26,0,CLIC
1972-12-27,0,CLIC
1972-12-28,0,CLIC
1972-12-29,0,CLIC
1972-12-30,0,CLIC
1972-12-31,0,CLIC
1973-01-01,0,CLIC
1973-01-02,20,CLIC
1973-01-03,0,CLIC
1973-01-04,0,CLIC
1973-01-05,0,CLIC
1973-01-06,0,CLIC
1973-01-07,0,CLIC
1973-01-08,0,CLIC
1973-01-09,0,CLIC
1973-01-10,0,CLIC
1973-01-11,0,CLIC
1973-01-12,0,CLIC
1973-01-13,28,CLIC
1973-01-14,0,CLIC
1973-01-15,0,CLIC
1973-01-16,0,CLIC
1973-01-17,0,CLIC
1973-01-18,0,CLIC
1973-01-19,0,CLIC
1973-01-20,0,CLIC
1973-01-21,0,CLIC
1973-01-22,0,CLIC
1973-01-23,0,CLIC
1973-01-24,0,CLIC
1973-01-25,0,CLIC
1973-01-26,0,CLIC
1973-01-27,0,CLIC
1973-01-28,0,CLIC
1973-01-29,0,CLIC
1973-01-30,0,CLIC
1973-01-31,0,CLIC
1973-02-01,0,CLIC
1973-02-02,0,CLIC
1973-02-03,0,CLIC
1973-02-04,0,CLIC
1973-02-05,0,CLIC
1973-02-06,0,CLIC
1973-02-07,0,CLIC
1973-02-08,0,CLIC
1973-02-09,0,CLIC
1973-02-10,0,CLIC
1973-02-11,0,CLIC
1973-02-12,0,CLIC
1973-02-13,0,CLIC
1973-02-14,0,CLIC
1973-02-15,0,CLIC
1973-02-16,0,CLIC
1973-02-17,0,CLIC
1973-02-18,23,CLIC
1973-02-19,0,CLIC
1973-02-20,0,CLIC
1973-02-21,0,CLIC
1973-02-22,19,CLIC
1973-02-23,2,CLIC
1973-02-24,0,CLIC
1973-02-25,0,CLIC
1973-02-26,0,CLIC
1973-02-27,24,CLIC
1973-02-28,0,CLIC
1973-03-01,0,CLIC
1973-03-02,0,CLIC
1973-03-03,0,CLIC
1973-03-04,0,CLIC
1973-03-05,0,CLIC
1973-03-06,0,CLIC
1973-03-07,0,CLIC
1973-03-08,0,CLIC
1973-03-09,0,CLIC
1973-03-10,0,CLIC
1973-03-11,0,CLIC
1973-03-12,0,CLIC
1973-03-13,0,CLIC
1973-03-14,0,CLIC
1973-03-15,0,CLIC
1973-03-16,0,CLIC
1973-03-17,0,CLIC
1973-03-18,0,CLIC
1973-03-19,0,CLIC
1973-03-20,10,CLIC
1973-03-21,0,CLIC
1973-03-22,0,CLIC
1973-03-23,0,CLIC
1973-03-24,0,CLIC
1973-03-25,0,CLIC
1973-03-26,0,CLIC
1973-03-27,0,CLIC
1973-03-28,0,CLIC
1973-03-29,0,CLIC
1973-03-30,0,CLIC
1973-03-31,0,CLIC
1973-04-01,0,CLIC
1973-04-02,0,CLIC
1973-04-03,0,CLIC
1973-04-04,0,CLIC
1973-04-05,0,CLIC
1973-04-06,0,CLIC
1973-04-07,0,CLIC
1973-04-08,0,CLIC
1973-04-09,0,CLIC
1973-04-10,0,CLIC
1973-04-11,0,CLIC
1973-04-12,0,CLIC
1973-04-13,0,CLIC
1973-04-14,0,CLIC
1973-04-15,0,CLIC
1973-04-16,0,CLIC
1973-04-17,13,CLIC
1973-04-18,0,CLIC
1973-04-19,0,CLIC
1973-04-20,0,CLIC
1973-04-21,0,CLIC
1973-04-22,0,CLIC
1973-04-23,0,CLIC
1973-04-24,0,CLIC
1973-04-25,0,CLIC
1973-04-26,0,CLIC
1973-04-27,0,CLIC
1973-04-28,0,CLIC
1973-04-29,0,CLIC
1973-04-30,0,CLIC
1973-05-01,28,CLIC
1973-05-02,28,CLIC
1973-05-03,0,CLIC
1973-05-04,0,CLIC
1973-05-05,0,CLIC
1973-05-06,0,CLIC
1973-05-07,0,CLIC
1973-05-08,0,CLIC
1973-05-09,0,CLIC
1973-05-10,0,CLIC
1973-05-11,0,CLIC
1973-05-12,18,CLIC
1973-05-13,0,CLIC
1973-05-14,14,CLIC
1973-05-15,0,CLIC
1973-05-16,0,CLIC
1973-05-17,0,CLIC
1973-05-18,0,CLIC
1973-05-19,0,CLIC
1973-05-20,5,CLIC
1973-05-21,0,CLIC
1973-05-22,0,CLIC
1973-05-23,0,CLIC
1973-05-24,0,CLIC
1973-05-25,0,CLIC
1973-05-26,0,CLIC
1973-05-27,0,CLIC
1973-05-28,0,CLIC
1973-05-29,0,CLIC
1973-05-30,0,CLIC
1973-05-31,0,CLIC
1973-06-01,0,CLIC
1973-06-02,0,CLIC
1973-06-03,0,CLIC
1973-06-04,0,CLIC
1973-06-05,0,CLIC
1973-06-06,48,CLIC
1973-06-07,0,CLIC
1973-06-08,12,CLIC
1973-06-09,0,CLIC
1973-06-10,0,CLIC
1973-06-11,14,CLIC
1973-06-12,2,CLIC
1973-06-13,0,CLIC
1973-06-14,0,CLIC
1973-06-15,0,CLIC
1973-06-16,0,CLIC
1973-06-17,0,CLIC
1973-06-18,0,CLIC
1973-06-19,0,CLIC
1973-06-20,0,CLIC
1973-06-21,10,CLIC
1973-06-22,250,CLIC
1973-06-23,205,CLIC
1973-06-24,103,CLIC
1973-06-25,18,CLIC
1973-06-26,10,CLIC
1973-06-27,31,CLIC
1973-06-28,0,CLIC
1973-06-29,0,CLIC
1973-06-30,0,CLIC
1973-07-01,32,CLIC
1973-07-02,75,CLIC
1973-07-03,27,CLIC
1973-07-04,66,CLIC
1973-07-05,0,CLIC
1973-07-06,0,CLIC
1973-07-07,0,CLIC
1973-07-08,70,CLIC
1973-07-09,2,CLIC
1973-07-10,0,CLIC
1973-07-11,0,CLIC
1973-07-12,0,CLIC
1973-07-13,0,CLIC
1973-07-14,0,CLIC
1973-07-15,21,CLIC
1973-07-16,0,CLIC
1973-07-17,0,CLIC
1973-07-18,0,CLIC
1973-07-19,0,CLIC
1973-07-20,0,CLIC
1973-07-21,0,CLIC
1973-07-22,0,CLIC
1973-07-23,0,CLIC
1973-07-24,0,CLIC
1973-07-25,0,CLIC
1973-07-26,0,CLIC
1973-07-27,0,CLIC
1973-07-28,0,CLIC
1973-07-29,0,CLIC
1973-07-30,0,CLIC
1973-07-31,0,CLIC
1973-08-01,0,CLIC
1973-08-02,22,CLIC
1973-08-03,105,CLIC
1973-08-04,48,CLIC
1973-08-05,0,CLIC
1973-08-06,0,CLIC
1973-08-07,0,CLIC
1973-08-08,0,CLIC
1973-08-09,0,CLIC
1973-08-10,0,CLIC
1973-08-11,4,CLIC
1973-08-12,5,CLIC
1973-08-13,30,CLIC
1973-08-14,11,CLIC
1973-08-15,24,CLIC
1973-08-16,2,CLIC
1973-08-17,12,CLIC
1973-08-18,0,CLIC
1973-08-19,0,CLIC
1973-08-20,0,CLIC
1973-08-21,0,CLIC
1973-08-22,0,CLIC
1973-08-23,0,CLIC
1973-08-24,0,CLIC
1973-08-25,0,CLIC
1973-08-26,2,CLIC
1973-08-27,0,CLIC
1973-08-28,6,CLIC
1973-08-29,8,CLIC
1973-08-30,0,CLIC
1973-08-31,0,CLIC
1973-09-01,0,CLIC
1973-09-02,0,CLIC
1973-09-03,0,CLIC
1973-09-04,0,CLIC
1973-09-05,0,CLIC
1973-09-06,0,CLIC
1973-09-07,0,CLIC
1973-09-08,0,CLIC
1973-09-09,0,CLIC
1973-09-10,0,CLIC
1973-09-11,0,CLIC
1973-09-12,14,CLIC
1973-09-13,26,CLIC
1973-09-14,0,CLIC
1973-09-15,0,CLIC
1973-09-16,0,CLIC
1973-09-17,42,CLIC
1973-09-18,41,CLIC
1973-09-19,0,CLIC
1973-09-20,0,CLIC
1973-09-21,0,CLIC
1973-09-22,0,CLIC
1973-09-23,0,CLIC
1973-09-24,0,CLIC
1973-09-25,28,CLIC
1973-09-26,0,CLIC
1973-09-27,0,CLIC
1973-09-28,0,CLIC
1973-09-29,0,CLIC
1973-09-30,0,CLIC
1973-10-01,0,CLIC
1973-10-02,0,CLIC
1973-10-03,0,CLIC
1973-10-04,0,CLIC
1973-10-05,0,CLIC
1973-10-06,0,CLIC
1973-10-07,0,CLIC
1973-10-08,0,CLIC
1973-10-09,0,CLIC
1973-10-10,0,CLIC
1973-10-11,0,CLIC
1973-10-12,0,CLIC
1973-10-13,0,CLIC
1973-10-14,0,CLIC
1973-10-15,0,CLIC
1973-10-16,0,CLIC
1973-10-17,0,CLIC
1973-10-18,0,CLIC
1973-10-19,0,CLIC
1973-10-20,0,CLIC
1973-10-21,0,CLIC
1973-10-22,0,CLIC
1973-10-23,0,CLIC
1973-10-24,0,CLIC
1973-10-25,0,CLIC
1973-10-26,0,CLIC
1973-10-27,0,CLIC
1973-10-28,0,CLIC
1973-10-29,0,CLIC
1973-10-30,0,CLIC
1973-10-31,0,CLIC
1973-11-01,0,CLIC
1973-11-02,0,CLIC
1973-11-03,0,CLIC
1973-11-04,0,CLIC
1973-11-05,0,CLIC
1973-11-06,0,CLIC
1973-11-07,0,CLIC
1973-11-08,0,CLIC
1973-11-09,0,CLIC
1973-11-10,0,CLIC
1973-11-11,0,CLIC
1973-11-12,0,CLIC
1973-11-13,0,CLIC
1973-11-14,0,CLIC
1973-11-15,0,CLIC
1973-11-16,0,CLIC
1973-11-17,0,CLIC
1973-11-18,0,CLIC
1973-11-19,0,CLIC
1973-11-20,0,CLIC
1973-11-21,0,CLIC
1973-11-22,0,CLIC
1973-11-23,0,CLIC
1973-11-24,0,CLIC
1973-11-25,0,CLIC
1973-11-26,0,CLIC
1973-11-27,0,CLIC
1973-11-28,0,CLIC
1973-11-29,0,CLIC
1973-11-30,0,CLIC
1973-12-01,11,CLIC
1973-12-02,0,CLIC
1973-12-03,0,CLIC
1973-12-04,0,CLIC
1973-12-05,0,CLIC
1973-12-06,0,CLIC
1973-12-07,0,CLIC
1973-12-08,0,CLIC
1973-12-09,0,CLIC
1973-12-10,0,CLIC
1973-12-11,0,CLIC
1973-12-12,0,CLIC
1973-12-13,0,CLIC
1973-12-14,0,CLIC
1973-12-15,0,CLIC
1973-12-16,0,CLIC
1973-12-17,0,CLIC
1973-12-18,20,CLIC
1973-12-19,0,CLIC
1973-12-20,0,CLIC
1973-12-21,0,CLIC
1973-12-22,0,CLIC
1973-12-23,0,CLIC
1973-12-24,0,CLIC
1973-12-25,0,CLIC
1973-12-26,0,CLIC
1973-12-27,0,CLIC
1973-12-28,0,CLIC
1973-12-29,0,CLIC
1973-12-30,0,CLIC
1973-12-31,0,CLIC
1974-01-01,0,CLIC
1974-01-02,0,CLIC
1974-01-03,0,CLIC
1974-01-04,0,CLIC
1974-01-05,0,CLIC
1974-01-06,0,CLIC
1974-01-07,0,CLIC
1974-01-08,0,CLIC
1974-01-09,0,CLIC
1974-01-10,0,CLIC
1974-01-11,0,CLIC
1974-01-12,0,CLIC
1974-01-13,0,CLIC
1974-01-14,0,CLIC
1974-01-15,0,CLIC
1974-01-16,0,CLIC
1974-01-17,0,CLIC
1974-01-18,0,CLIC
1974-01-19,0,CLIC
1974-01-20,0,CLIC
1974-01-21,0,CLIC
1974-01-22,0,CLIC
1974-01-23,5,CLIC
1974-01-24,7,CLIC
1974-01-25,10,CLIC
1974-01-26,0,CLIC
1974-01-27,0,CLIC
1974-01-28,0,CLIC
1974-01-29,0,CLIC
1974-01-30,0,CLIC
1974-01-31,0,CLIC
1974-02-01,0,CLIC
1974-02-02,0,CLIC
1974-02-03,0,CLIC
1974-02-04,0,CLIC
1974-02-05,0,CLIC
1974-02-06,0,CLIC
1974-02-07,0,CLIC
1974-02-08,0,CLIC
1974-02-09,0,CLIC
1974-02-10,0,CLIC
1974-02-11,0,CLIC
1974-02-12,0,CLIC
1974-02-13,0,CLIC
1974-02-14,0,CLIC
1974-02-15,0,CLIC
1974-02-16,0,CLIC
1974-02-17,0,CLIC
1974-02-18,0,CLIC
1974-02-19,0,CLIC
1974-02-20,0,CLIC
1974-02-21,0,CLIC
1974-02-22,0,CLIC
1974-02-23,0,CLIC
1974-02-24,0,CLIC
1974-02-25,0,CLIC
1974-02-26,0,CLIC
1974-02-27,0,CLIC
1974-02-28,0,CLIC
1974-03-01,0,CLIC
1974-03-02,0,CLIC
1974-03-03,0,CLIC
1974-03-04,0,CLIC
1974-03-05,0,CLIC
1974-03-06,0,CLIC
1974-03-07,0,CLIC
1974-03-08,0,CLIC
1974-03-09,0,CLIC
1974-03-10,11,CLIC
1974-03-11,0,CLIC
1974-03-12,0,CLIC
1974-03-13,0,CLIC
1974-03-14,0,CLIC
1974-03-15,0,CLIC
1974-03-16,0,CLIC
1974-03-17,0,CLIC
1974-03-18,0,CLIC
1974-03-19,0,CLIC
1974-03-20,0,CLIC
1974-03-21,0,CLIC
1974-03-22,0,CLIC
1974-03-23,0,CLIC
1974-03-24,0,CLIC
1974-03-25,0,CLIC
1974-03-26,0,CLIC
1974-03-27,0,CLIC
1974-03-28,0,CLIC
1974-03-29,0,CLIC
1974-03-30,6,CLIC
1974-03-31,0,CLIC
1974-04-01,0,CLIC
1974-04-02,0,CLIC
1974-04-03,0,CLIC
1974-04-04,0,CLIC
1974-04-05,0,CLIC
1974-04-06,0,CLIC
1974-04-07,0,CLIC
1974-04-08,0,CLIC
1974-04-09,0,CLIC
1974-04-10,0,CLIC
1974-04-11,0,CLIC
1974-04-12,0,CLIC
1974-04-13,0,CLIC
1974-04-14,0,CLIC
1974-04-15,20,CLIC
1974-04-16,0,CLIC
1974-04-17,0,CLIC
1974-04-18,0,CLIC
1974-04-19,0,CLIC
1974-04-20,0,CLIC
1974-04-21,0,CLIC
1974-04-22,0,CLIC
1974-04-23,0,CLIC
1974-04-24,0,CLIC
1974-04-25,0,CLIC
1974-04-26,0,CLIC
1974-04-27,0,CLIC
1974-04-28,0,CLIC
1974-04-29,0,CLIC
1974-04-30,0,CLIC
1974-05-01,0,CLIC
1974-05-02,0,CLIC
1974-05-03,0,CLIC
1974-05-04,26,CLIC
1974-05-05,26,CLIC
1974-05-06,0,CLIC
1974-05-07,0,CLIC
1974-05-08,0,CLIC
1974-05-09,0,CLIC
1974-05-10,0,CLIC
1974-05-11,0,CLIC
1974-05-12,0,CLIC
1974-05-13,0,CLIC
1974-05-14,0,CLIC
1974-05-15,0,CLIC
1974-05-16,0,CLIC
1974-05-17,0,CLIC
1974-05-18,0,CLIC
1974-05-19,0,CLIC
1974-05-20,0,CLIC
1974-05-21,0,CLIC
1974-05-22,0,CLIC
1974-05-23,0,CLIC
1974-05-24,0,CLIC
1974-05-25,0,CLIC
1974-05-26,21,CLIC
1974-05-27,0,CLIC
1974-05-28,0,CLIC
1974-05-29,0,CLIC
1974-05-30,0,CLIC
1974-05-31,0,CLIC
1974-06-01,0,CLIC
1974-06-02,0,CLIC
1974-06-03,0,CLIC
1974-06-04,0,CLIC
1974-06-05,0,CLIC
1974-06-06,0,CLIC
1974-06-07,0,CLIC
1974-06-08,0,CLIC
1974-06-09,0,CLIC
1974-06-10,0,CLIC
1974-06-11,0,CLIC
1974-06-12,0,CLIC
1974-06-13,0,CLIC
1974-06-14,32,CLIC
1974-06-15,0,CLIC
1974-06-16,0,CLIC
1974-06-17,0,CLIC
1974-06-18,20,CLIC
1974-06-19,40,CLIC
1974-06-20,25,CLIC
1974-06-21,0,CLIC
1974-06-22,0,CLIC
1974-06-23,0,CLIC
1974-06-24,0,CLIC
1974-06-25,0,CLIC
1974-06-26,0,CLIC
1974-06-27,0,CLIC
1974-06-28,0,CLIC
1974-06-29,0,CLIC
1974-06-30,0,CLIC
1974-07-01,0,CLIC
1974-07-02,0,CLIC
1974-07-03,0,CLIC
1974-07-04,0,CLIC
1974-07-05,0,CLIC
1974-07-06,0,CLIC
1974-07-07,0,CLIC
1974-07-08,0,CLIC
1974-07-09,0,CLIC
1974-07-10,0,CLIC
1974-07-11,0,CLIC
1974-07-12,0,CLIC
1974-07-13,0,CLIC
1974-07-14,0,CLIC
1974-07-15,0,CLIC
1974-07-16,0,CLIC
1974-07-17,0,CLIC
1974-07-18,0,CLIC
1974-07-19,0,CLIC
1974-07-20,0,CLIC
1974-07-21,0,CLIC
1974-07-22,0,CLIC
1974-07-23,0,CLIC
1974-07-24,0,CLIC
1974-07-25,0,CLIC
1974-07-26,0,CLIC
1974-07-27,0,CLIC
1974-07-28,0,CLIC
1974-07-29,0,CLIC
1974-07-30,0,CLIC
1974-07-31,0,CLIC
1974-09-01,0,CLIC
1974-09-02,0,CLIC
1974-09-03,0,CLIC
1974-09-04,0,CLIC
1974-09-05,0,CLIC
1974-09-06,0,CLIC
1974-09-07,0,CLIC
1974-09-08,0,CLIC
1974-09-09,0,CLIC
1974-09-10,0,CLIC
1974-09-11,0,CLIC
1974-09-12,0,CLIC
1974-09-13,0,CLIC
1974-09-14,0,CLIC
1974-09-15,0,CLIC
1974-09-16,0,CLIC
1974-09-17,0,CLIC
1974-09-18,0,CLIC
1974-09-19,0,CLIC
1974-09-20,0,CLIC
1974-09-21,0,CLIC
1974-09-22,0,CLIC
1974-09-23,0,CLIC
1974-09-24,0,CLIC
1974-09-25,0,CLIC
1974-09-26,0,CLIC
1974-09-27,0,CLIC
1974-09-28,20,CLIC
1974-09-29,0,CLIC
1974-09-30,0,CLIC
1974-10-01,0,CLIC
1974-10-02,0,CLIC
1974-10-03,0,CLIC
1974-10-04,0,CLIC
1974-10-05,0,CLIC
1974-10-06,0,CLIC
1974-10-07,0,CLIC
1974-10-08,0,CLIC
1974-10-09,0,CLIC
1974-10-10,0,CLIC
1974-10-11,0,CLIC
1974-10-12,0,CLIC
1974-10-13,0,CLIC
1974-10-14,0,CLIC
1974-10-15,0,CLIC
1974-10-16,0,CLIC
1974-10-17,25,CLIC
1974-10-18,0,CLIC
1974-10-19,0,CLIC
1974-10-20,0,CLIC
1974-10-21,0,CLIC
1974-10-22,0,CLIC
1974-10-23,0,CLIC
1974-10-24,0,CLIC
1974-10-25,0,CLIC
1974-10-26,25,CLIC
1974-10-27,0,CLIC
1974-10-28,0,CLIC
1974-10-29,30,CLIC
1974-10-30,0,CLIC
1974-10-31,0,CLIC
1974-11-01,0,CLIC
1974-11-02,0,CLIC
1974-11-03,0,CLIC
1974-11-04,0,CLIC
1974-11-05,0,CLIC
1974-11-06,0,CLIC
1974-11-07,0,CLIC
1974-11-08,0,CLIC
1974-11-09,0,CLIC
1974-11-10,0,CLIC
1974-11-11,0,CLIC
1974-11-12,0,CLIC
1974-11-13,0,CLIC
1974-11-14,0,CLIC
1974-11-15,0,CLIC
1974-11-16,0,CLIC
1974-11-17,0,CLIC
1974-11-18,100,CLIC
1974-11-19,110,CLIC
1974-11-20,115,CLIC
1974-11-21,5,CLIC
1974-11-22,54,CLIC
1974-11-23,0,CLIC
1974-11-24,36,CLIC
1974-11-25,206,CLIC
1974-11-26,0,CLIC
1974-11-27,0,CLIC
1974-11-28,0,CLIC
1974-11-29,0,CLIC
1974-11-30,0,CLIC
1974-12-01,0,CLIC
1974-12-02,0,CLIC
1974-12-03,0,CLIC
1974-12-04,0,CLIC
1974-12-05,0,CLIC
1974-12-06,0,CLIC
1974-12-07,0,CLIC
1974-12-08,0,CLIC
1974-12-09,0,CLIC
1974-12-10,0,CLIC
1974-12-11,0,CLIC
1974-12-12,0,CLIC
1974-12-13,0,CLIC
1974-12-14,0,CLIC
1974-12-15,0,CLIC
1974-12-16,0,CLIC
1974-12-17,0,CLIC
1974-12-18,0,CLIC
1974-12-19,0,CLIC
1974-12-20,0,CLIC
1974-12-21,0,CLIC
1974-12-22,0,CLIC
1974-12-23,0,CLIC
1974-12-24,0,CLIC
1974-12-25,0,CLIC
1974-12-26,0,CLIC
1974-12-27,0,CLIC
1974-12-28,0,CLIC
1974-12-29,0,CLIC
1974-12-30,0,CLIC
1974-12-31,0,CLIC
1975-01-01,0,CLIC
1975-01-02,10,CLIC
1975-01-03,3.5,CLIC
1975-01-04,1,CLIC
1975-01-05,0,CLIC
1975-01-06,0,CLIC
1975-01-07,0,CLIC
1975-01-08,0,CLIC
1975-01-09,0,CLIC
1975-01-10,0,CLIC
1975-01-11,0,CLIC
1975-01-12,0,CLIC
1975-01-13,0,CLIC
1975-01-14,0,CLIC
1975-01-15,0,CLIC
1975-01-16,0,CLIC
1975-01-17,0,CLIC
1975-01-18,0,CLIC
1975-01-19,0,CLIC
1975-01-20,0,CLIC
1975-01-21,0,CLIC
1975-01-22,7.5,CLIC
1975-01-23,3,CLIC
1975-01-24,1,CLIC
1975-01-25,0,CLIC
1975-01-26,0,CLIC
1975-01-27,0,CLIC
1975-01-28,0,CLIC
1975-01-29,0,CLIC
1975-01-30,0,CLIC
1975-01-31,0,CLIC
1975-02-01,8.5,CLIC
1975-02-02,18.5,CLIC
1975-02-03,4,CLIC
1975-02-04,3,CLIC
1975-02-05,0,CLIC
1975-02-06,5.5,CLIC
1975-02-07,2.5,CLIC
1975-02-08,0,CLIC
1975-02-09,0,CLIC
1975-02-10,0,CLIC
1975-02-11,0,CLIC
1975-02-12,0,CLIC
1975-02-13,0,CLIC
1975-02-14,0,CLIC
1975-02-15,0,CLIC
1975-02-16,0,CLIC
1975-02-17,0,CLIC
1975-02-18,0,CLIC
1975-02-19,0,CLIC
1975-02-20,0,CLIC
1975-02-21,0,CLIC
1975-02-22,0,CLIC
1975-02-23,0,CLIC
1975-02-24,0,CLIC
1975-02-25,0,CLIC
1975-02-26,0,CLIC
1975-02-27,0,CLIC
1975-02-28,0,CLIC
1975-03-01,0,CLIC
1975-03-02,0,CLIC
1975-03-03,0,CLIC
1975-03-04,2,CLIC
1975-03-05,3.5,CLIC
1975-03-06,2,CLIC
1975-03-07,35,CLIC
1975-03-08,16.5,CLIC
1975-03-09,0,CLIC
1975-03-10,0,CLIC
1975-03-11,0,CLIC
1975-03-12,0,CLIC
1975-03-13,0,CLIC
1975-03-14,0,CLIC
1975-03-15,0,CLIC
1975-03-16,0,CLIC
1975-03-17,0,CLIC
1975-03-18,0,CLIC
1975-03-19,0,CLIC
1975-03-20,0,CLIC
1975-03-21,0,CLIC
1975-03-22,0,CLIC
1975-03-23,0,CLIC
1975-03-24,0,CLIC
1975-03-25,0,CLIC
1975-03-26,0,CLIC
1975-03-27,0,CLIC
1975-03-28,0,CLIC
1975-03-29,0,CLIC
1975-03-30,0,CLIC
1975-03-31,0,CLIC
1975-04-01,0,CLIC
1975-04-02,0,CLIC
1975-04-03,0,CLIC
1975-04-04,0,CLIC
1975-04-05,0,CLIC
1975-04-06,0,CLIC
1975-04-07,0.5,CLIC
1975-04-08,0,CLIC
1975-04-09,0,CLIC
1975-04-10,0,CLIC
1975-04-11,5,CLIC
1975-04-12,21.5,CLIC
1975-04-13,7,CLIC
1975-04-14,0,CLIC
1975-04-15,0,CLIC
1975-04-16,0.5,CLIC
1975-04-17,0,CLIC
1975-04-18,0,CLIC
1975-04-19,0,CLIC
1975-04-20,0,CLIC
1975-04-21,0,CLIC
1975-04-22,0,CLIC
1975-04-23,0,CLIC
1975-04-24,0,CLIC
1975-04-25,0,CLIC
1975-04-26,0,CLIC
1975-04-27,0,CLIC
1975-04-28,0,CLIC
1975-04-29,0,CLIC
1975-04-30,10,CLIC
1975-05-01,9,CLIC
1975-05-02,0,CLIC
1975-05-03,0,CLIC
1975-05-04,0,CLIC
1975-05-05,0,CLIC
1975-05-06,0,CLIC
1975-05-07,2,CLIC
1975-05-08,1.5,CLIC
1975-05-09,36.5,CLIC
1975-05-10,3.5,CLIC
1975-05-11,11,CLIC
1975-05-12,1,CLIC
1975-05-13,0,CLIC
1975-05-14,8.5,CLIC
1975-05-15,0,CLIC
1975-05-16,13.5,CLIC
1975-05-17,12,CLIC
1975-05-18,2,CLIC
1975-05-19,4.5,CLIC
1975-05-20,9.5,CLIC
1975-05-21,31,CLIC
1975-05-22,0,CLIC
1975-05-23,0,CLIC
1975-05-24,28,CLIC
1975-05-25,0,CLIC
1975-05-26,75.5,CLIC
1975-05-27,3,CLIC
1975-05-28,0,CLIC
1975-05-29,0,CLIC
1975-05-30,0,CLIC
1975-05-31,0,CLIC
1975-06-01,0,CLIC
1975-06-02,0,CLIC
1975-06-03,0,CLIC
1975-06-04,0,CLIC
1975-06-05,3.5,CLIC
1975-06-06,2,CLIC
1975-06-07,4,CLIC
1975-06-08,0,CLIC
1975-06-09,4,CLIC
1975-06-10,2.5,CLIC
1975-06-11,23.5,CLIC
1975-06-12,19,CLIC
1975-06-13,31.5,CLIC
1975-06-14,0,CLIC
1975-06-15,0,CLIC
1975-06-16,0,CLIC
1975-06-17,0,CLIC
1975-06-18,0,CLIC
1975-06-19,16,CLIC
1975-06-20,3,CLIC
1975-06-21,7.5,CLIC
1975-06-22,0,CLIC
1975-06-23,0,CLIC
1975-06-24,0,CLIC
1975-06-25,0,CLIC
1975-06-26,0,CLIC
1975-06-27,0,CLIC
1975-06-28,0,CLIC
1975-06-29,0,CLIC
1975-06-30,0,CLIC
1975-07-01,0,CLIC
1975-07-02,5.5,CLIC
1975-07-03,0,CLIC
1975-07-04,0,CLIC
1975-07-05,0,CLIC
1975-07-06,0,CLIC
1975-07-07,0,CLIC
1975-07-08,0,CLIC
1975-07-09,0,CLIC
1975-07-10,0,CLIC
1975-07-11,0,CLIC
1975-07-12,120.5,CLIC
1975-07-13,73,CLIC
1975-07-14,132,CLIC
1975-07-15,35,CLIC
1975-07-16,3,CLIC
1975-07-17,0,CLIC
1975-07-18,0,CLIC
1975-07-19,0,CLIC
1975-07-20,0,CLIC
1975-07-21,0,CLIC
1975-07-22,0,CLIC
1975-07-23,0,CLIC
1975-07-24,6,CLIC
1975-07-25,1,CLIC
1975-07-26,8,CLIC
1975-07-27,2.5,CLIC
1975-07-28,0,CLIC
1975-07-29,0,CLIC
1975-07-30,0,CLIC
1975-07-31,0,CLIC
1975-08-01,0,CLIC
1975-08-02,0,CLIC
1975-08-03,5,CLIC
1975-08-04,1,CLIC
1975-08-05,105,CLIC
1975-08-06,13,CLIC
1975-08-07,11,CLIC
1975-08-08,19,CLIC
1975-08-09,6,CLIC
1975-08-10,8,CLIC
1975-08-11,7,CLIC
1975-08-12,0,CLIC
1975-08-13,0,CLIC
1975-08-14,0,CLIC
1975-08-15,0,CLIC
1975-08-16,0,CLIC
1975-08-17,0,CLIC
1975-08-18,0,CLIC
1975-08-19,0,CLIC
1975-08-20,0,CLIC
1975-08-21,0,CLIC
1975-08-22,0,CLIC
1975-08-23,0,CLIC
1975-08-24,0,CLIC
1975-08-25,0,CLIC
1975-08-26,0,CLIC
1975-08-27,13,CLIC
1975-08-28,0,CLIC
1975-08-29,0,CLIC
1975-08-30,2,CLIC
