Estación: ,C19062,TUNEL SAN FRANCISCO
Variable: ,Precipitación (mm)
Longitud: ,100° 11' 00'',Latitud:,25° 25' 00

Fecha,Valor,NúmDatos
1977-03-02,0,CLIC
1977-03-03,0,CLIC
1977-03-04,0,CLIC
1977-03-05,14.5,CLIC
1977-03-06,0,CLIC
1977-03-07,0,CLIC
1977-03-08,0,CLIC
1977-03-09,0,CLIC
1977-03-10,0,CLIC
1977-03-11,0,CLIC
1977-03-12,0,CLIC
1977-03-13,0,CLIC
1977-03-14,0,CLIC
1977-03-15,0,CLIC
1977-03-16,0,CLIC
1977-03-17,0,CLIC
1977-03-18,0,CLIC
1977-03-19,0,CLIC
1977-03-20,0,CLIC
1977-03-21,0,CLIC
1977-03-22,0,CLIC
1977-03-23,0,CLIC
1977-03-24,0,CLIC
1977-03-25,0,CLIC
1977-03-26,0,CLIC
1977-03-27,0,CLIC
1977-03-28,0,CLIC
1977-03-29,0,CLIC
1977-03-30,2,CLIC
1977-03-31,0,CLIC
1977-04-01,0,CLIC
1977-04-02,0,CLIC
1977-04-03,0,CLIC
1977-04-04,0,CLIC
1977-04-05,0,CLIC
1977-04-06,0,CLIC
1977-04-07,0,CLIC
1977-04-08,0,CLIC
1977-04-09,0,CLIC
1977-04-10,1.3,CLIC
1977-04-11,1,CLIC
1977-04-12,1.5,CLIC
1977-04-13,10,CLIC
1977-04-14,0,CLIC
1977-04-15,0,CLIC
1977-04-16,4.8,CLIC
1977-04-17,0,CLIC
1977-04-18,0,CLIC
1977-04-19,0,CLIC
1977-04-20,0,CLIC
1977-04-21,11.5,CLIC
1977-04-22,0,CLIC
1977-04-23,2.9,CLIC
1977-04-24,0,CLIC
1977-04-25,0,CLIC
1977-04-26,10.3,CLIC
1977-04-27,0.5,CLIC
1977-04-28,0,CLIC
1977-04-29,4.5,CLIC
1977-04-30,1,CLIC
1977-05-01,0,CLIC
1977-05-02,0,CLIC
1977-05-03,0,CLIC
1977-05-04,0,CLIC
1977-05-05,0,CLIC
1977-05-06,0,CLIC
1977-05-07,0,CLIC
1977-05-08,1.5,CLIC
1977-05-09,0.5,CLIC
1977-05-10,2,CLIC
1977-05-11,2,CLIC
1977-05-12,54,CLIC
1977-05-13,2,CLIC
1977-05-14,10.8,CLIC
1977-05-15,0,CLIC
1977-05-16,0,CLIC
1977-05-17,8,CLIC
1977-05-18,2,CLIC
1977-05-19,5,CLIC
1977-05-20,1.1,CLIC
1977-05-21,0,CLIC
1977-05-22,6.5,CLIC
1977-05-23,0,CLIC
1977-05-24,0,CLIC
1977-05-25,0,CLIC
1977-05-26,0,CLIC
1977-05-27,0,CLIC
1977-05-28,0,CLIC
1977-05-29,0,CLIC
1977-05-30,0,CLIC
1977-05-31,0,CLIC
1977-06-01,0,CLIC
1977-06-02,0,CLIC
1977-06-03,0,CLIC
1977-06-04,5.4,CLIC
1977-06-05,6,CLIC
1977-06-06,0,CLIC
1977-06-07,1,CLIC
1977-06-08,0,CLIC
1977-06-09,0,CLIC
1977-06-10,0,CLIC
1977-06-11,0,CLIC
1977-06-12,10,CLIC
1977-06-13,31.8,CLIC
1977-06-14,22,CLIC
1977-06-15,0,CLIC
1977-06-16,0,CLIC
1977-06-17,0,CLIC
1977-06-18,0,CLIC
1977-06-19,0,CLIC
1977-06-20,0,CLIC
1977-06-21,0,CLIC
1977-06-22,3.5,CLIC
1977-06-23,0,CLIC
1977-06-24,0,CLIC
1977-06-25,0,CLIC
1977-06-26,0,CLIC
1977-06-27,0,CLIC
1977-06-28,0,CLIC
1977-06-29,0,CLIC
1977-06-30,0,CLIC
1977-07-01,0,CLIC
1977-07-02,0,CLIC
1977-07-03,0,CLIC
1977-07-04,0,CLIC
1977-07-05,0,CLIC
1977-07-06,0,CLIC
1977-07-07,0,CLIC
1977-07-08,2.5,CLIC
1977-07-09,0,CLIC
1977-07-10,0,CLIC
1977-07-11,0,CLIC
1977-07-12,0,CLIC
1977-07-13,0,CLIC
1977-07-14,0,CLIC
1977-07-15,0,CLIC
1977-07-16,0,CLIC
1977-07-17,36.6,CLIC
1977-07-18,1.3,CLIC
1977-07-19,0,CLIC
1977-07-20,0,CLIC
1977-07-21,0,CLIC
1977-07-22,0,CLIC
1977-07-23,0,CLIC
1977-07-24,0,CLIC
1977-07-25,0,CLIC
1977-07-26,0,CLIC
1977-07-27,0,CLIC
1977-07-28,0,CLIC
1977-07-29,0,CLIC
1977-07-30,0,CLIC
1977-07-31,0,CLIC
1977-08-01,0,CLIC
1977-08-02,0,CLIC
1977-08-03,0,CLIC
1977-08-04,0,CLIC
1977-08-05,0,CLIC
1977-08-06,5.4,CLIC
1977-08-07,0,CLIC
1977-08-08,0,CLIC
1977-08-09,0,CLIC
1977-08-10,1.5,CLIC
1977-08-11,0,CLIC
1977-08-12,8.7,CLIC
1977-08-13,1,CLIC
1977-08-14,11.7,CLIC
1977-08-15,0,CLIC
1977-08-16,0,CLIC
1977-08-17,0,CLIC
1977-08-18,0,CLIC
1977-08-19,0,CLIC
1977-08-20,0,CLIC
1977-08-21,0,CLIC
1977-08-22,0,CLIC
1977-08-23,0,CLIC
1977-08-24,0,CLIC
1977-08-25,0,CLIC
1977-08-26,0,CLIC
1977-08-27,0,CLIC
1977-08-28,86.5,CLIC
1977-08-29,65,CLIC
1977-08-30,6.5,CLIC
1977-08-31,62,CLIC
1977-09-01,60,CLIC
1977-09-02,124.2,CLIC
1977-09-03,0.5,CLIC
1977-09-04,0,CLIC
1977-09-05,0,CLIC
1977-09-06,23.9,CLIC
1977-09-07,0,CLIC
1977-09-08,2,CLIC
1977-09-09,0,CLIC
1977-09-10,0.5,CLIC
1977-09-11,0,CLIC
1977-09-12,1,CLIC
1977-09-13,0,CLIC
1977-09-14,3.5,CLIC
1977-09-15,0,CLIC
1977-09-16,0,CLIC
1977-09-17,0,CLIC
1977-09-18,0,CLIC
1977-09-19,0,CLIC
1977-09-20,0,CLIC
1977-09-21,0,CLIC
1977-09-22,0,CLIC
1977-09-23,0,CLIC
1977-09-24,0,CLIC
1977-09-25,0,CLIC
1977-09-26,0,CLIC
1977-09-27,0,CLIC
1977-09-28,0,CLIC
1977-09-29,0,CLIC
1977-09-30,0,CLIC
1977-10-01,0,CLIC
1977-10-02,0,CLIC
1977-10-03,127.5,CLIC
1977-10-04,3,CLIC
1977-10-05,0,CLIC
1977-10-06,0,CLIC
1977-10-07,0,CLIC
1977-10-08,0,CLIC
1977-10-09,1.2,CLIC
1977-10-10,0,CLIC
1977-10-11,21.2,CLIC
1977-10-12,0,CLIC
1977-10-13,0,CLIC
1977-10-14,0,CLIC
1977-10-15,0,CLIC
1977-10-16,0,CLIC
1977-10-17,0,CLIC
1977-10-18,0,CLIC
1977-10-19,0,CLIC
1977-10-20,0,CLIC
1977-10-21,0,CLIC
1977-10-22,2.8,CLIC
1977-10-23,27.3,CLIC
1977-10-24,0,CLIC
1977-10-25,0,CLIC
1977-10-26,0.5,CLIC
1977-10-27,0,CLIC
1977-10-28,0,CLIC
1977-10-29,0,CLIC
1977-10-30,0,CLIC
1977-10-31,0,CLIC
1977-11-01,0,CLIC
1977-11-02,0,CLIC
1977-11-03,0,CLIC
1977-11-04,0,CLIC
1977-11-05,0,CLIC
1977-11-06,0,CLIC
1977-11-07,0,CLIC
1977-11-08,0,CLIC
1977-11-09,0,CLIC
1977-11-10,0,CLIC
1977-11-11,0,CLIC
1977-11-12,0,CLIC
1977-11-13,0,CLIC
1977-11-14,0,CLIC
1977-11-15,0,CLIC
1977-11-16,0,CLIC
1977-11-17,0,CLIC
1977-11-18,0,CLIC
1977-11-19,0,CLIC
1977-11-20,0,CLIC
1977-11-21,3.6,CLIC
1977-11-22,0,CLIC
1977-11-23,0,CLIC
1977-11-24,0,CLIC
1977-11-25,0,CLIC
1977-11-26,0,CLIC
1977-11-27,0,CLIC
1977-11-28,0,CLIC
1977-11-29,0,CLIC
1977-11-30,0,CLIC
1977-12-01,0,CLIC
1977-12-02,0,CLIC
1977-12-03,0,CLIC
1977-12-04,0,CLIC
1977-12-05,0,CLIC
1977-12-06,0.2,CLIC
1977-12-07,0,CLIC
1977-12-08,0,CLIC
1977-12-09,1.2,CLIC
1977-12-10,0,CLIC
1977-12-11,0,CLIC
1977-12-12,0,CLIC
1977-12-13,0,CLIC
1977-12-14,0,CLIC
1977-12-15,0,CLIC
1977-12-16,0,CLIC
1977-12-17,0,CLIC
1977-12-18,0,CLIC
1977-12-19,0,CLIC
1977-12-20,0,CLIC
1977-12-21,0,CLIC
1977-12-22,0,CLIC
1977-12-23,0,CLIC
1977-12-24,0,CLIC
1977-12-25,0,CLIC
1977-12-26,0,CLIC
1977-12-27,0,CLIC
1977-12-28,0,CLIC
1977-12-29,0,CLIC
1977-12-30,0,CLIC
1977-12-31,0,CLIC
1978-01-01,17.4,CLIC
1978-01-02,1.5,CLIC
1978-01-03,0,CLIC
1978-01-04,0,CLIC
1978-01-05,0,CLIC
1978-01-06,0,CLIC
1978-01-07,0,CLIC
1978-01-08,0,CLIC
1978-01-09,0,CLIC
1978-01-10,0,CLIC
1978-01-11,0,CLIC
1978-01-12,0,CLIC
1978-01-13,0,CLIC
1978-01-14,0,CLIC
1978-01-15,0,CLIC
1978-01-16,0,CLIC
1978-01-17,9.7,CLIC
1978-01-18,0.5,CLIC
1978-01-19,0,CLIC
1978-01-20,0,CLIC
1978-01-21,0.5,CLIC
1978-01-22,0,CLIC
1978-01-23,0,CLIC
1978-01-24,0,CLIC
1978-01-25,0,CLIC
1978-01-26,0,CLIC
1978-01-27,0,CLIC
1978-01-28,0.8,CLIC
1978-01-29,0.3,CLIC
1978-01-30,1.5,CLIC
1978-01-31,0,CLIC
1978-02-01,1,CLIC
1978-02-02,11.5,CLIC
1978-02-03,2.1,CLIC
1978-02-04,0.3,CLIC
1978-02-05,0,CLIC
1978-02-06,1,CLIC
1978-02-07,2.2,CLIC
1978-02-08,0,CLIC
1978-02-09,0,CLIC
1978-02-10,0,CLIC
1978-02-11,0.8,CLIC
1978-02-12,0,CLIC
1978-02-13,0,CLIC
1978-02-14,0,CLIC
1978-02-15,0,CLIC
1978-02-16,0,CLIC
1978-02-17,0,CLIC
1978-02-18,0,CLIC
1978-02-19,0,CLIC
1978-02-20,0,CLIC
1978-02-21,0,CLIC
1978-02-22,0,CLIC
1978-02-23,0,CLIC
1978-02-24,0,CLIC
1978-02-25,0,CLIC
1978-02-26,0,CLIC
1978-02-27,0,CLIC
1978-02-28,0,CLIC
1978-03-01,0,CLIC
1978-03-02,0,CLIC
1978-03-03,0,CLIC
1978-03-04,0,CLIC
1978-03-05,0,CLIC
1978-03-06,0,CLIC
1978-03-07,0,CLIC
1978-03-08,0,CLIC
1978-03-09,0,CLIC
1978-03-10,0,CLIC
1978-03-11,0,CLIC
1978-03-12,0,CLIC
1978-03-13,0,CLIC
1978-03-14,0,CLIC
1978-03-15,0,CLIC
1978-03-16,0,CLIC
1978-03-17,0,CLIC
1978-03-18,0,CLIC
1978-03-19,0,CLIC
1978-03-20,0,CLIC
1978-03-21,0,CLIC
1978-03-22,0,CLIC
1978-03-23,0,CLIC
1978-03-24,15,CLIC
1978-03-25,6.3,CLIC
1978-03-26,0,CLIC
1978-03-27,0,CLIC
1978-03-28,0,CLIC
1978-03-29,0,CLIC
1978-03-30,0,CLIC
1978-03-31,0,CLIC
1978-04-01,1.5,CLIC
1978-04-02,0,CLIC
1978-04-03,1,CLIC
1978-04-04,7,CLIC
1978-04-05,1.5,CLIC
1978-04-06,0,CLIC
1978-04-07,0,CLIC
1978-04-08,0.5,CLIC
1978-04-09,0,CLIC
1978-04-10,3,CLIC
1978-04-11,28.2,CLIC
1978-04-12,0,CLIC
1978-04-13,0,CLIC
1978-04-14,0,CLIC
1978-04-15,0,CLIC
1978-04-16,0,CLIC
1978-04-17,0,CLIC
1978-04-18,0,CLIC
1978-04-19,24.2,CLIC
1978-04-20,0,CLIC
1978-04-21,1.9,CLIC
1978-04-22,0,CLIC
1978-04-23,0,CLIC
1978-04-24,0,CLIC
1978-04-25,0,CLIC
1978-04-26,0,CLIC
1978-04-27,0,CLIC
1978-04-28,0,CLIC
1978-04-29,0,CLIC
1978-04-30,0,CLIC
1978-05-01,0,CLIC
1978-05-02,0,CLIC
1978-05-03,0,CLIC
1978-05-04,0,CLIC
1978-05-05,0,CLIC
1978-05-06,0,CLIC
1978-05-07,0,CLIC
1978-05-08,0,CLIC
1978-05-09,9,CLIC
1978-05-10,1.5,CLIC
1978-05-11,9.1,CLIC
1978-05-12,0,CLIC
1978-05-13,67,CLIC
1978-05-14,0,CLIC
1978-05-15,0,CLIC
1978-05-16,0,CLIC
1978-05-17,0,CLIC
1978-05-18,8,CLIC
1978-05-19,0.3,CLIC
1978-05-20,1.3,CLIC
1978-05-21,0,CLIC
1978-05-22,0,CLIC
1978-05-23,0,CLIC
1978-05-24,5,CLIC
1978-05-25,11.7,CLIC
1978-05-26,0,CLIC
1978-05-27,0,CLIC
1978-05-28,1.6,CLIC
1978-05-29,0,CLIC
1978-05-30,0,CLIC
1978-05-31,0,CLIC
1978-06-01,0,CLIC
1978-06-02,42.6,CLIC
1978-06-03,11.5,CLIC
1978-06-04,0,CLIC
1978-06-05,0,CLIC
1978-06-06,4,CLIC
1978-06-07,5.3,CLIC
1978-06-08,5,CLIC
1978-06-09,21,CLIC
1978-06-10,0,CLIC
1978-06-11,0,CLIC
1978-06-12,0,CLIC
1978-06-13,0,CLIC
1978-06-14,0,CLIC
1978-06-15,0,CLIC
1978-06-16,0,CLIC
1978-06-17,0,CLIC
1978-06-18,1.5,CLIC
1978-06-19,0,CLIC
1978-06-20,0,CLIC
1978-06-21,7.5,CLIC
1978-06-22,0,CLIC
1978-06-23,0,CLIC
1978-06-24,0,CLIC
1978-06-25,0,CLIC
1978-06-26,0,CLIC
1978-06-27,0,CLIC
1978-06-28,22.3,CLIC
1978-06-29,0,CLIC
1978-06-30,0,CLIC
1978-07-01,0,CLIC
1978-07-02,0,CLIC
1978-07-03,0,CLIC
1978-07-04,0,CLIC
1978-07-05,0,CLIC
1978-07-06,0,CLIC
1978-07-07,0,CLIC
1978-07-08,0,CLIC
1978-07-09,0,CLIC
1978-07-10,0,CLIC
1978-07-11,0,CLIC
1978-07-12,0,CLIC
1978-07-13,0,CLIC
1978-07-14,0,CLIC
1978-07-15,0,CLIC
1978-07-16,0,CLIC
1978-07-17,0,CLIC
1978-07-18,0,CLIC
1978-07-19,0,CLIC
1978-07-20,0,CLIC
1978-07-21,0,CLIC
1978-07-22,0,CLIC
1978-07-23,0,CLIC
1978-07-24,0,CLIC
1978-07-25,0,CLIC
1978-07-26,0,CLIC
1978-07-27,17.5,CLIC
1978-07-28,5.7,CLIC
1978-07-29,0,CLIC
1978-07-30,4.1,CLIC
1978-07-31,0,CLIC
1978-08-01,1.5,CLIC
1978-08-02,0,CLIC
1978-08-03,0,CLIC
1978-08-04,0,CLIC
1978-08-05,0,CLIC
1978-08-06,0,CLIC
1978-08-07,2.5,CLIC
1978-08-08,0,CLIC
1978-08-09,3,CLIC
1978-08-10,0,CLIC
1978-08-11,1.5,CLIC
1978-08-12,0,CLIC
1978-08-13,0,CLIC
1978-08-14,0,CLIC
1978-08-15,0,CLIC
1978-08-16,0,CLIC
1978-08-17,0,CLIC
1978-08-18,0,CLIC
1978-08-19,12,CLIC
1978-08-20,12.2,CLIC
1978-08-21,2,CLIC
1978-08-22,0,CLIC
1978-08-23,0,CLIC
1978-08-24,2,CLIC
1978-08-25,0,CLIC
1978-08-26,0.5,CLIC
1978-08-27,0,CLIC
1978-08-28,7,CLIC
1978-08-29,24.3,CLIC
1978-08-30,65.2,CLIC
1978-08-31,97,CLIC
1978-09-01,0,CLIC
1978-09-02,0,CLIC
1978-09-03,0,CLIC
1978-09-04,12.5,CLIC
1978-09-05,77,CLIC
1978-09-06,5.6,CLIC
1978-09-07,19.5,CLIC
1978-09-08,11.3,CLIC
1978-09-09,1.2,CLIC
1978-09-10,5,CLIC
1978-09-11,1.6,CLIC
1978-09-12,0,CLIC
1978-09-13,0.9,CLIC
1978-09-14,0,CLIC
1978-09-15,0,CLIC
1978-09-16,0,CLIC
1978-09-17,0,CLIC
1978-09-18,0,CLIC
1978-09-19,0,CLIC
1978-09-20,0.8,CLIC
1978-09-21,27.5,CLIC
1978-09-22,220.5,CLIC
1978-09-23,156.5,CLIC
1978-09-24,24.8,CLIC
1978-09-25,31,CLIC
1978-09-26,76.8,CLIC
1978-09-27,25.5,CLIC
1978-09-28,5,CLIC
1978-09-29,0,CLIC
1978-09-30,0,CLIC
1978-10-01,0,CLIC
1978-10-02,0,CLIC
1978-10-03,9.5,CLIC
1978-10-04,17.7,CLIC
1978-10-05,45,CLIC
1978-10-06,83.5,CLIC
1978-10-07,26.5,CLIC
1978-10-08,4.8,CLIC
1978-10-09,0,CLIC
1978-10-10,0,CLIC
1978-10-11,0,CLIC
1978-10-12,0,CLIC
1978-10-13,59,CLIC
1978-10-14,0,CLIC
1978-10-15,0,CLIC
1978-10-16,0,CLIC
1978-10-17,0,CLIC
1978-10-18,0,CLIC
1978-10-19,0,CLIC
1978-10-20,0,CLIC
1978-10-21,0,CLIC
1978-10-22,0,CLIC
1978-10-23,1.2,CLIC
1978-10-24,0,CLIC
1978-10-25,0.3,CLIC
1978-10-26,10,CLIC
1978-10-27,6.3,CLIC
1978-10-28,4.5,CLIC
1978-10-29,0.5,CLIC
1978-10-30,0,CLIC
1978-10-31,0,CLIC
1978-11-01,0,CLIC
1978-11-02,4,CLIC
1978-11-03,20.3,CLIC
1978-11-04,3.8,CLIC
1978-11-05,0,CLIC
1978-11-06,0,CLIC
1978-11-07,0,CLIC
1978-11-08,0,CLIC
1978-11-09,0,CLIC
1978-11-10,0,CLIC
1978-11-11,0,CLIC
1978-11-12,0,CLIC
1978-11-13,0,CLIC
1978-11-14,0,CLIC
1978-11-15,0,CLIC
1978-11-16,0,CLIC
1978-11-17,0,CLIC
1978-11-18,0,CLIC
1978-11-19,6.5,CLIC
1978-11-20,4.8,CLIC
1978-11-21,3,CLIC
1978-11-22,0,CLIC
1978-11-23,0,CLIC
1978-11-24,0,CLIC
1978-11-25,1.5,CLIC
1978-11-26,0,CLIC
1978-11-27,13,CLIC
1978-11-28,1.3,CLIC
1978-11-29,0,CLIC
1978-11-30,0,CLIC
1978-12-01,0,CLIC
1978-12-02,0,CLIC
1978-12-03,0,CLIC
1978-12-04,0,CLIC
1978-12-05,0,CLIC
1978-12-06,0,CLIC
1978-12-07,0,CLIC
1978-12-08,3.3,CLIC
1978-12-09,0,CLIC
1978-12-10,0,CLIC
1978-12-11,0,CLIC
1978-12-12,0,CLIC
1978-12-13,0,CLIC
1978-12-14,0,CLIC
1978-12-15,0,CLIC
1978-12-16,0,CLIC
1978-12-17,0,CLIC
1978-12-18,0,CLIC
1978-12-19,0,CLIC
1978-12-20,0,CLIC
1978-12-21,0,CLIC
1978-12-22,0,CLIC
1978-12-23,0,CLIC
1978-12-24,0,CLIC
1978-12-25,0,CLIC
1978-12-26,5,CLIC
1978-12-27,2.5,CLIC
1978-12-28,0,CLIC
1978-12-29,0,CLIC
1978-12-30,0,CLIC
1978-12-31,0,CLIC
1979-01-01,6,CLIC
1979-01-02,0,CLIC
1979-01-03,0,CLIC
1979-01-04,0,CLIC
1979-01-05,0,CLIC
1979-01-06,0,CLIC
1979-01-07,0,CLIC
1979-01-08,0,CLIC
1979-01-09,0,CLIC
1979-01-10,0,CLIC
1979-01-11,0,CLIC
1979-01-12,0,CLIC
1979-01-13,0,CLIC
1979-01-14,0,CLIC
1979-01-15,0,CLIC
1979-01-16,0,CLIC
1979-01-17,0,CLIC
1979-01-18,0,CLIC
1979-01-19,0,CLIC
1979-01-20,0,CLIC
1979-01-21,0,CLIC
1979-01-22,0,CLIC
1979-01-23,0,CLIC
1979-01-24,2,CLIC
1979-01-25,0,CLIC
1979-01-26,0,CLIC
1979-01-27,0,CLIC
1979-01-28,2.3,CLIC
1979-01-29,0,CLIC
1979-01-30,0,CLIC
1979-01-31,0,CLIC
1979-02-01,0,CLIC
1979-02-02,0,CLIC
1979-02-03,0,CLIC
1979-02-04,1,CLIC
1979-02-05,5.2,CLIC
1979-02-06,0,CLIC
1979-02-07,0,CLIC
1979-02-08,0,CLIC
1979-02-09,0,CLIC
1979-02-10,0,CLIC
1979-02-11,0,CLIC
1979-02-12,0,CLIC
1979-02-13,0,CLIC
1979-02-14,0,CLIC
1979-02-15,0,CLIC
1979-02-16,4.2,CLIC
1979-02-17,0.5,CLIC
1979-02-18,0,CLIC
1979-02-19,1.5,CLIC
1979-02-20,0,CLIC
1979-02-21,0,CLIC
1979-02-22,0,CLIC
1979-02-23,0,CLIC
1979-02-24,0,CLIC
1979-02-25,0,CLIC
1979-02-26,0,CLIC
1979-02-27,0,CLIC
1979-02-28,0,CLIC
1979-03-01,0,CLIC
1979-03-02,0,CLIC
1979-03-03,0,CLIC
1979-03-04,0,CLIC
1979-03-05,0,CLIC
1979-03-06,0,CLIC
1979-03-07,0,CLIC
1979-03-08,0,CLIC
1979-03-09,0,CLIC
1979-03-10,0,CLIC
1979-03-11,0,CLIC
1979-03-12,0,CLIC
1979-03-13,0,CLIC
1979-03-14,20,CLIC
1979-03-15,6,CLIC
1979-03-16,1.5,CLIC
1979-03-17,1.7,CLIC
1979-03-18,0,CLIC
1979-03-19,0,CLIC
1979-03-20,0,CLIC
1979-03-21,0,CLIC
1979-03-22,0,CLIC
1979-03-23,0,CLIC
1979-03-24,0,CLIC
1979-03-25,0,CLIC
1979-03-26,0,CLIC
1979-03-27,0,CLIC
1979-03-28,0,CLIC
1979-03-29,0,CLIC
1979-03-30,0,CLIC
1979-03-31,0,CLIC
1979-04-01,0,CLIC
1979-04-02,0,CLIC
1979-04-03,0,CLIC
1979-04-04,0,CLIC
1979-04-05,0,CLIC
1979-04-06,0,CLIC
1979-04-07,1,CLIC
1979-04-08,0,CLIC
1979-04-09,0,CLIC
1979-04-10,0,CLIC
1979-04-11,0,CLIC
1979-04-12,0,CLIC
1979-04-13,0,CLIC
1979-04-14,0,CLIC
1979-04-15,0,CLIC
1979-04-16,14.2,CLIC
1979-04-17,0.5,CLIC
1979-04-18,0,CLIC
1979-04-19,3.4,CLIC
1979-04-20,1.4,CLIC
1979-04-21,17,CLIC
1979-04-22,0,CLIC
1979-04-23,0,CLIC
1979-04-24,0,CLIC
1979-04-25,0,CLIC
1979-04-26,2,CLIC
1979-04-27,1,CLIC
1979-04-28,0,CLIC
1979-04-29,18.6,CLIC
1979-04-30,20.2,CLIC
1979-05-01,0,CLIC
1979-05-02,0,CLIC
1979-05-03,0,CLIC
1979-05-04,0,CLIC
1979-05-05,0,CLIC
1979-05-06,0,CLIC
1979-05-07,0,CLIC
1979-05-08,0,CLIC
1979-05-09,0,CLIC
1979-05-10,0,CLIC
1979-05-11,1.3,CLIC
1979-05-12,7,CLIC
1979-05-13,0,CLIC
1979-05-14,0,CLIC
1979-05-15,0.5,CLIC
1979-05-16,3.5,CLIC
1979-05-17,0,CLIC
1979-05-18,0,CLIC
1979-05-19,2.5,CLIC
1979-05-20,0.5,CLIC
1979-05-21,0,CLIC
1979-05-22,6,CLIC
1979-05-23,0,CLIC
1979-05-24,5,CLIC
1979-05-25,4,CLIC
1979-05-26,3.5,CLIC
1979-05-27,1.9,CLIC
1979-05-28,0,CLIC
1979-05-29,0,CLIC
1979-05-30,0,CLIC
1979-05-31,18,CLIC
1979-06-01,94,CLIC
1979-06-02,4,CLIC
1979-06-03,69.8,CLIC
1979-06-04,5.2,CLIC
1979-06-05,8.8,CLIC
1979-06-06,0.5,CLIC
1979-06-07,15,CLIC
1979-06-08,17.5,CLIC
1979-06-09,30.5,CLIC
1979-06-10,1.5,CLIC
1979-06-11,0,CLIC
1979-06-12,0,CLIC
1979-06-13,0,CLIC
1979-06-14,0,CLIC
1979-06-15,0,CLIC
1979-06-16,0,CLIC
1979-06-17,0,CLIC
1979-06-18,0,CLIC
1979-06-19,0,CLIC
1979-06-20,0,CLIC
1979-06-21,0,CLIC
1979-06-22,0,CLIC
1979-06-23,0,CLIC
1979-06-24,0,CLIC
1979-06-25,3.7,CLIC
1979-06-26,0,CLIC
1979-06-27,0,CLIC
1979-06-28,0,CLIC
1979-06-29,0,CLIC
1979-06-30,0,CLIC
1979-07-01,0,CLIC
1979-07-02,0,CLIC
1979-07-03,0,CLIC
1979-07-04,0,CLIC
1979-07-05,38.7,CLIC
1979-07-06,7,CLIC
1979-07-07,0,CLIC
1979-07-08,0,CLIC
1979-07-09,0,CLIC
1979-07-10,0,CLIC
1979-07-11,0,CLIC
1979-07-12,0,CLIC
1979-07-13,0,CLIC
1979-07-14,0,CLIC
1979-07-15,0,CLIC
1979-07-16,0,CLIC
1979-07-17,0,CLIC
1979-07-18,0,CLIC
1979-07-19,0,CLIC
1979-07-20,36.7,CLIC
1979-07-21,0,CLIC
1979-07-22,1.8,CLIC
1979-07-23,0,CLIC
1979-07-24,0,CLIC
1979-07-25,0,CLIC
1979-07-26,15,CLIC
1979-07-27,26.9,CLIC
1979-07-28,0,CLIC
1979-07-29,0,CLIC
1979-07-30,0,CLIC
1979-07-31,0,CLIC
1979-08-01,0,CLIC
1979-08-02,0,CLIC
1979-08-03,0,CLIC
1979-08-04,0,CLIC
1979-08-05,19,CLIC
1979-08-06,1,CLIC
1979-08-07,0,CLIC
1979-08-08,0,CLIC
1979-08-09,4,CLIC
1979-08-10,1,CLIC
1979-08-11,1.8,CLIC
1979-08-12,0,CLIC
1979-08-13,0,CLIC
1979-08-14,0,CLIC
1979-08-15,0,CLIC
1979-08-16,0,CLIC
1979-08-17,0,CLIC
1979-08-18,0,CLIC
1979-08-19,0,CLIC
1979-08-20,0,CLIC
1979-08-21,0,CLIC
1979-08-22,0,CLIC
1979-08-23,0,CLIC
1979-08-24,0,CLIC
1979-08-25,0,CLIC
1979-08-26,1,CLIC
1979-08-27,24.1,CLIC
1979-08-28,16,CLIC
1979-08-29,30.5,CLIC
1979-08-30,0.7,CLIC
1979-08-31,0,CLIC
1979-09-01,0,CLIC
1979-09-02,0,CLIC
1979-09-03,35.8,CLIC
1979-09-04,0,CLIC
1979-09-05,0,CLIC
1979-09-06,80.4,CLIC
1979-09-07,24,CLIC
1979-09-08,47.7,CLIC
1979-09-09,20.7,CLIC
1979-09-10,0,CLIC
1979-09-11,0,CLIC
1979-09-12,0,CLIC
1979-09-13,0,CLIC
1979-09-14,22,CLIC
1979-09-15,0,CLIC
1979-09-16,0,CLIC
1979-09-17,0,CLIC
1979-09-18,5.9,CLIC
1979-09-19,0,CLIC
1979-09-20,0,CLIC
1979-09-21,0,CLIC
1979-09-22,0,CLIC
1979-09-23,0,CLIC
1979-09-24,0,CLIC
1979-09-25,0,CLIC
1979-09-26,0,CLIC
1979-09-27,0,CLIC
1979-09-28,0,CLIC
1979-09-29,0,CLIC
1979-09-30,0,CLIC
1979-11-01,2,CLIC
1979-11-02,13.5,CLIC
1979-11-03,0,CLIC
1979-11-04,0,CLIC
1979-11-05,0.5,CLIC
1979-11-06,5.2,CLIC
1979-11-07,0,CLIC
1979-11-08,0,CLIC
1979-11-09,0,CLIC
1979-11-10,0,CLIC
1979-11-11,0,CLIC
1979-11-12,0,CLIC
1979-11-13,0,CLIC
1979-11-14,0,CLIC
1979-11-15,0,CLIC
1979-11-16,1.5,CLIC
1979-11-17,0,CLIC
1979-11-18,0,CLIC
1979-11-19,0,CLIC
1979-11-20,0,CLIC
1979-11-21,0,CLIC
1979-11-22,0,CLIC
1979-11-23,0,CLIC
1979-11-24,0,CLIC
1979-11-25,0,CLIC
1979-11-26,0,CLIC
1979-11-27,0,CLIC
1979-11-28,0,CLIC
